benchmark	measure	model	layer	spearman	spearmanp	permutation_test	permutation_testp
dwug_ru12	prt	mbert	9	0.353	0.0	0.353	0.02
dwug_ru12	ap+jsd	mbert	9	0.013	0.89	0.013	0.931
dwug_ru12	ap+apdp	mbert	9	0.182	0.056	0.182	0.059
dwug_ru12	app+jsd	mbert	9	0.197	0.039	0.197	0.04
dwug_ru12	app+apdp	mbert	9	0.075	0.437	0.075	0.515
dwug_ru12	apd	mbert	10	0.362	0.0	0.362	0.02
dwug_ru12	prt	mbert	10	0.376	0.0	0.376	0.02
dwug_ru12	ap+jsd	mbert	10	0.108	0.258	0.108	0.277
dwug_ru12	ap+apdp	mbert	10	0.233	0.014	0.233	0.02
dwug_ru12	app+jsd	mbert	10	-0.033	0.728	-0.033	0.693
dwug_ru12	app+apdp	mbert	10	0.087	0.367	0.087	0.376
dwug_ru12	apd	mbert	11	0.333	0.0	0.333	0.02
dwug_ru12	prt	mbert	11	0.344	0.0	0.344	0.02
dwug_ru12	ap+jsd	mbert	11	0.034	0.722	0.034	0.594
dwug_ru12	ap+apdp	mbert	11	0.192	0.044	0.192	0.119
dwug_ru12	app+jsd	mbert	11	0.174	0.068	0.174	0.099
dwug_ru12	app+apdp	mbert	11	0.152	0.112	0.152	0.139
dwug_ru12	apd	mbert	12	0.368	0.0	0.368	0.02
dwug_ru12	prt	mbert	12	0.391	0.0	0.391	0.02
dwug_ru12	ap+jsd	mbert	12	0.017	0.863	0.017	0.693
dwug_ru12	ap+apdp	mbert	12	0.014	0.888	0.014	0.95
dwug_ru12	app+jsd	mbert	12	-0.018	0.85	-0.018	0.812
dwug_ru12	app+apdp	mbert	12	-0.068	0.48	-0.068	0.317
dwug_ru12	apd	xlm-r	1	0.258	0.006	0.258	0.02
dwug_ru12	prt	xlm-r	1	0.22	0.02	0.22	0.059
dwug_ru12	ap+jsd	xlm-r	1	-0.154	0.106	-0.154	0.277
dwug_ru12	ap+apdp	xlm-r	1	0.133	0.163	0.133	0.158
dwug_ru12	app+jsd	xlm-r	1	0.052	0.584	0.052	0.594
dwug_ru12	app+apdp	xlm-r	1	0.125	0.191	0.125	0.277
dwug_ru12	apd	xlm-r	2	0.245	0.01	0.245	0.02
dwug_ru12	prt	xlm-r	2	0.216	0.023	0.216	0.059
dwug_ru12	ap+jsd	xlm-r	2	-0.036	0.706	-0.036	0.693
dwug_ru12	ap+apdp	xlm-r	2	0.261	0.006	0.261	0.04
dwug_ru12	app+jsd	xlm-r	2	0.102	0.287	0.102	0.416
dwug_ru12	app+apdp	xlm-r	2	0.274	0.004	0.274	0.02
dwug_ru12	apd	xlm-r	3	0.238	0.012	0.238	0.02
dwug_ru12	prt	xlm-r	3	0.203	0.033	0.203	0.059
dwug_ru12	ap+jsd	xlm-r	3	-0.019	0.842	-0.019	0.713
dwug_ru12	ap+apdp	xlm-r	3	0.248	0.009	0.248	0.02
dwug_ru12	app+jsd	xlm-r	3	0.148	0.12	0.148	0.158
dwug_ru12	app+apdp	xlm-r	3	0.345	0.0	0.345	0.02
dwug_ru12	apd	xlm-r	4	0.287	0.002	0.287	0.02
dwug_ru12	prt	xlm-r	4	0.246	0.009	0.246	0.02
dwug_ru12	ap+jsd	xlm-r	4	-0.042	0.665	-0.042	0.673
dwug_ru12	ap+apdp	xlm-r	4	0.274	0.004	0.274	0.04
dwug_ru12	app+jsd	xlm-r	4	0.274	0.004	0.274	0.02
dwug_ru12	app+apdp	xlm-r	4	0.332	0.0	0.332	0.02
dwug_ru12	apd	xlm-r	5	0.374	0.0	0.374	0.02
dwug_ru12	prt	xlm-r	5	0.323	0.001	0.323	0.04
dwug_ru12	ap+jsd	xlm-r	5	-0.035	0.713	-0.035	0.871
dwug_ru12	ap+apdp	xlm-r	5	0.218	0.021	0.218	0.059
dwug_ru12	app+jsd	xlm-r	5	-0.054	0.575	-0.054	0.594
dwug_ru12	app+apdp	xlm-r	5	0.259	0.006	0.259	0.02
dwug_ru12	apd	xlm-r	6	0.438	0.0	0.438	0.02
dwug_ru12	prt	xlm-r	6	0.365	0.0	0.365	0.02
dwug_ru12	ap+jsd	xlm-r	6	-0.094	0.324	-0.094	0.297
dwug_ru12	ap+apdp	xlm-r	6	0.15	0.116	0.15	0.119
dwug_ru12	app+jsd	xlm-r	6	0.077	0.423	0.077	0.515
dwug_ru12	app+apdp	xlm-r	6	0.184	0.053	0.184	0.079
dwug_ru12	apd	xlm-r	7	0.439	0.0	0.439	0.02
dwug_ru12	prt	xlm-r	7	0.358	0.0	0.358	0.02
dwug_ru12	ap+jsd	xlm-r	7	0.067	0.485	0.067	0.495
dwug_ru12	ap+apdp	xlm-r	7	0.331	0.0	0.331	0.02
dwug_ru12	app+jsd	xlm-r	7	0.069	0.469	0.069	0.535
dwug_ru12	app+apdp	xlm-r	7	0.292	0.002	0.292	0.02
dwug_ru12	apd	xlm-r	8	0.43	0.0	0.43	0.02
dwug_ru12	prt	xlm-r	8	0.375	0.0	0.375	0.02
dwug_ru12	ap+jsd	xlm-r	8	-0.073	0.449	-0.073	0.495
dwug_ru12	ap+apdp	xlm-r	8	0.179	0.06	0.179	0.178
dwug_ru12	app+jsd	xlm-r	8	0.02	0.839	0.02	0.733
dwug_ru12	app+apdp	xlm-r	8	0.105	0.273	0.105	0.238
dwug_ru12	apd	xlm-r	9	0.401	0.0	0.401	0.02
dwug_ru12	prt	xlm-r	9	0.382	0.0	0.382	0.02
dwug_ru12	ap+jsd	xlm-r	9	-0.081	0.399	-0.081	0.416
dwug_ru12	ap+apdp	xlm-r	9	0.156	0.103	0.156	0.139
dwug_ru12	app+jsd	xlm-r	9	-0.044	0.646	-0.044	0.733
dwug_ru12	app+apdp	xlm-r	9	0.108	0.258	0.108	0.297
dwug_ru12	apd	xlm-r	10	0.369	0.0	0.369	0.02
dwug_ru12	prt	xlm-r	10	0.409	0.0	0.409	0.02
dwug_ru12	ap+jsd	xlm-r	10	0.044	0.645	0.044	0.693
dwug_ru12	ap+apdp	xlm-r	10	0.205	0.031	0.205	0.04
dwug_ru12	app+jsd	xlm-r	10	0.028	0.774	0.028	0.792
dwug_ru12	app+apdp	xlm-r	10	0.27	0.004	0.27	0.02
dwug_ru12	apd	xlm-r	11	0.361	0.0	0.361	0.02
dwug_ru12	prt	xlm-r	11	0.412	0.0	0.412	0.02
dwug_ru12	ap+jsd	xlm-r	11	-0.069	0.473	-0.069	0.515
dwug_ru12	ap+apdp	xlm-r	11	0.137	0.153	0.137	0.198
dwug_ru12	app+jsd	xlm-r	11	0.088	0.356	0.088	0.436
dwug_ru12	app+apdp	xlm-r	11	0.22	0.02	0.22	0.02
dwug_ru12	apd	xlm-r	12	0.29	0.002	0.29	0.02
dwug_ru12	prt	xlm-r	12	0.321	0.001	0.321	0.02
dwug_ru12	ap+jsd	xlm-r	12	-0.068	0.481	-0.068	0.376
dwug_ru12	ap+apdp	xlm-r	12	0.183	0.054	0.183	0.139
dwug_ru12	app+jsd	xlm-r	12	-0.07	0.468	-0.07	0.436
dwug_ru12	app+apdp	xlm-r	12	0.268	0.004	0.268	0.02
dwug_ru12	apd	xl-lexeme	tuned	0.796	0.0	0.796	0.02
dwug_ru12	prt	xl-lexeme	tuned	0.704	0.0	0.704	0.02
dwug_ru12	ap+jsd	xl-lexeme	tuned	0.106	0.266	0.106	0.337
dwug_ru12	ap+apdp	xl-lexeme	tuned	0.568	0.0	0.568	0.02
dwug_ru12	app+jsd	xl-lexeme	tuned	-0.029	0.759	-0.029	0.693
dwug_ru12	app+apdp	xl-lexeme	tuned	0.178	0.062	0.178	0.059
dwug_ru23	apd	bert	1	0.281	0.003	0.281	0.02
dwug_ru23	prt	bert	1	0.206	0.03	0.206	0.02
dwug_ru23	ap+jsd	bert	1	0.132	0.167	0.132	0.218
dwug_ru23	ap+apdp	bert	1	0.255	0.007	0.255	0.02
dwug_ru23	app+jsd	bert	1	-0.061	0.522	-0.061	0.515
dwug_ru23	app+apdp	bert	1	0.108	0.261	0.108	0.475
dwug_ru23	apd	bert	2	0.309	0.001	0.309	0.02
dwug_ru23	prt	bert	2	0.261	0.006	0.261	0.02
dwug_ru23	ap+jsd	bert	2	0.038	0.695	0.038	0.812
dwug_ru23	ap+apdp	bert	2	0.145	0.128	0.145	0.158
dwug_ru23	app+jsd	bert	2	0.007	0.945	0.007	0.931
dwug_ru23	app+apdp	bert	2	0.076	0.43	0.076	0.317
dwug_ru23	apd	bert	3	0.37	0.0	0.37	0.02
dwug_ru23	prt	bert	3	0.305	0.001	0.305	0.02
dwug_ru23	ap+jsd	bert	3	-0.002	0.983	-0.002	0.871
dwug_ru23	ap+apdp	bert	3	0.14	0.144	0.14	0.139
dwug_ru23	app+jsd	bert	3	0.028	0.769	0.028	0.634
dwug_ru23	app+apdp	bert	3	0.091	0.342	0.091	0.396
dwug_ru23	apd	bert	4	0.427	0.0	0.427	0.02
dwug_ru23	prt	bert	4	0.346	0.0	0.346	0.02
dwug_ru23	ap+jsd	bert	4	0.045	0.639	0.045	0.634
dwug_ru23	ap+apdp	bert	4	0.18	0.058	0.18	0.059
dwug_ru23	app+jsd	bert	4	-0.021	0.829	-0.021	0.792
dwug_ru23	app+apdp	bert	4	0.01	0.92	0.01	0.931
dwug_ru23	apd	bert	5	0.465	0.0	0.465	0.02
dwug_ru23	prt	bert	5	0.395	0.0	0.395	0.02
dwug_ru23	ap+jsd	bert	5	0.169	0.075	0.169	0.099
dwug_ru23	ap+apdp	bert	5	0.256	0.007	0.256	0.04
dwug_ru23	app+jsd	bert	5	0.011	0.91	0.011	0.891
dwug_ru23	app+apdp	bert	5	0.071	0.46	0.071	0.416
dwug_ru23	apd	bert	6	0.463	0.0	0.463	0.02
dwug_ru23	prt	bert	6	0.39	0.0	0.39	0.02
dwug_ru23	ap+jsd	bert	6	0.173	0.069	0.173	0.139
dwug_ru23	ap+apdp	bert	6	0.281	0.003	0.281	0.02
dwug_ru23	app+jsd	bert	6	0.043	0.657	0.043	0.772
dwug_ru23	app+apdp	bert	6	0.141	0.139	0.141	0.218
dwug_ru23	apd	bert	7	0.495	0.0	0.495	0.02
dwug_ru23	prt	bert	7	0.426	0.0	0.426	0.02
dwug_ru23	ap+jsd	bert	7	0.288	0.002	0.288	0.04
dwug_ru23	ap+apdp	bert	7	0.328	0.0	0.328	0.02
dwug_ru23	app+jsd	bert	7	0.155	0.105	0.155	0.04
dwug_ru23	app+apdp	bert	7	0.203	0.033	0.203	0.04
dwug_ru23	apd	bert	8	0.495	0.0	0.495	0.02
dwug_ru23	prt	bert	8	0.41	0.0	0.41	0.02
dwug_ru23	ap+jsd	bert	8	0.128	0.181	0.128	0.139
dwug_ru23	ap+apdp	bert	8	0.264	0.005	0.264	0.02
dwug_ru23	app+jsd	bert	8	0.046	0.634	0.046	0.752
dwug_ru23	app+apdp	bert	8	0.284	0.002	0.284	0.02
dwug_ru23	apd	bert	9	0.479	0.0	0.479	0.02
dwug_ru23	prt	bert	9	0.402	0.0	0.402	0.02
dwug_ru23	ap+jsd	bert	9	0.072	0.454	0.072	0.455
dwug_ru23	ap+apdp	bert	9	0.26	0.006	0.26	0.04
dwug_ru23	app+jsd	bert	9	-0.066	0.489	-0.066	0.614
dwug_ru23	app+apdp	bert	9	0.083	0.387	0.083	0.416
dwug_ru23	apd	bert	10	0.461	0.0	0.461	0.02
dwug_ru23	prt	bert	10	0.379	0.0	0.379	0.02
dwug_ru23	ap+jsd	bert	10	0.116	0.225	0.116	0.198
dwug_ru23	ap+apdp	bert	10	0.18	0.058	0.18	0.04
dwug_ru23	app+jsd	bert	10	0.048	0.619	0.048	0.574
dwug_ru23	app+apdp	bert	10	0.302	0.001	0.302	0.02
dwug_ru23	apd	bert	11	0.393	0.0	0.393	0.02
dwug_ru23	prt	bert	11	0.317	0.001	0.317	0.02
dwug_ru23	ap+jsd	bert	11	0.068	0.479	0.068	0.475
dwug_ru23	ap+apdp	bert	11	0.222	0.019	0.222	0.04
dwug_ru23	app+jsd	bert	11	0.051	0.595	0.051	0.515
dwug_ru23	app+apdp	bert	11	0.234	0.014	0.234	0.02
dwug_ru23	apd	bert	12	0.482	0.0	0.482	0.02
dwug_ru23	prt	bert	12	0.374	0.0	0.374	0.02
dwug_ru23	ap+jsd	bert	12	0.279	0.003	0.279	0.02
dwug_ru23	ap+apdp	bert	12	0.254	0.007	0.254	0.04
dwug_ru23	app+jsd	bert	12	0.036	0.707	0.036	0.535
dwug_ru23	app+apdp	bert	12	0.102	0.285	0.102	0.218
dwug_ru23	apd	mbert	1	0.204	0.032	0.204	0.04
dwug_ru23	prt	mbert	1	0.149	0.12	0.149	0.079
dwug_ru23	ap+jsd	mbert	1	0.108	0.258	0.108	0.337
dwug_ru23	ap+apdp	mbert	1	0.225	0.017	0.225	0.02
dwug_ru23	app+jsd	mbert	1	-0.128	0.179	-0.128	0.158
dwug_ru23	app+apdp	mbert	1	0.073	0.448	0.073	0.673
dwug_ru23	apd	mbert	2	0.188	0.048	0.188	0.02
dwug_ru23	prt	mbert	2	0.139	0.145	0.139	0.178
dwug_ru23	ap+jsd	mbert	2	0.11	0.252	0.11	0.257
dwug_ru23	ap+apdp	mbert	2	0.203	0.033	0.203	0.099
dwug_ru23	app+jsd	mbert	2	0.116	0.224	0.116	0.158
dwug_ru23	app+apdp	mbert	2	0.18	0.059	0.18	0.079
dwug_ru23	apd	mbert	3	0.218	0.022	0.218	0.099
dwug_ru23	prt	mbert	3	0.191	0.045	0.191	0.079
dwug_ru23	ap+jsd	mbert	3	0.058	0.547	0.058	0.475
dwug_ru23	ap+apdp	mbert	3	0.199	0.037	0.199	0.04
dwug_ru23	app+jsd	mbert	3	-0.077	0.424	-0.077	0.455
dwug_ru23	app+apdp	mbert	3	0.113	0.236	0.113	0.317
dwug_ru23	apd	mbert	4	0.247	0.009	0.247	0.02
dwug_ru23	prt	mbert	4	0.235	0.013	0.235	0.04
dwug_ru23	ap+jsd	mbert	4	0.096	0.314	0.096	0.416
dwug_ru23	ap+apdp	mbert	4	0.167	0.08	0.167	0.079
dwug_ru23	app+jsd	mbert	4	-0.124	0.194	-0.124	0.218
dwug_ru23	app+apdp	mbert	4	0.041	0.666	0.041	0.911
dwug_ru23	apd	mbert	5	0.275	0.004	0.275	0.02
dwug_ru23	prt	mbert	5	0.327	0.0	0.327	0.02
dwug_ru23	ap+jsd	mbert	5	0.014	0.884	0.014	0.911
dwug_ru23	ap+apdp	mbert	5	0.094	0.326	0.094	0.337
dwug_ru23	app+jsd	mbert	5	0.053	0.577	0.053	0.515
dwug_ru23	app+apdp	mbert	5	0.076	0.429	0.076	0.554
dwug_ru23	apd	mbert	6	0.305	0.001	0.305	0.02
dwug_ru23	prt	mbert	6	0.374	0.0	0.374	0.02
dwug_ru23	ap+jsd	mbert	6	0.093	0.331	0.093	0.416
dwug_ru23	ap+apdp	mbert	6	0.148	0.122	0.148	0.139
dwug_ru23	app+jsd	mbert	6	0.052	0.591	0.052	0.653
dwug_ru23	app+apdp	mbert	6	0.066	0.492	0.066	0.554
dwug_ru23	apd	mbert	7	0.379	0.0	0.379	0.02
dwug_ru23	prt	mbert	7	0.447	0.0	0.447	0.02
dwug_ru23	ap+jsd	mbert	7	0.235	0.013	0.235	0.04
dwug_ru23	ap+apdp	mbert	7	0.219	0.021	0.219	0.059
dwug_ru23	app+jsd	mbert	7	0.124	0.194	0.124	0.238
dwug_ru23	app+apdp	mbert	7	0.285	0.002	0.285	0.02
dwug_ru23	apd	mbert	8	0.4	0.0	0.4	0.02
dwug_ru23	prt	mbert	8	0.421	0.0	0.421	0.02
dwug_ru23	ap+jsd	mbert	8	0.23	0.015	0.23	0.02
dwug_ru23	ap+apdp	mbert	8	0.257	0.006	0.257	0.04
dwug_ru23	app+jsd	mbert	8	0.038	0.694	0.038	0.693
dwug_ru23	app+apdp	mbert	8	0.26	0.006	0.26	0.02
dwug_ru23	apd	mbert	9	0.364	0.0	0.364	0.02
dwug_ru23	prt	mbert	9	0.404	0.0	0.404	0.02
dwug_ru23	ap+jsd	mbert	9	0.149	0.119	0.149	0.198
dwug_ru23	ap+apdp	mbert	9	0.21	0.027	0.21	0.059
dwug_ru23	app+jsd	mbert	9	0.135	0.157	0.135	0.119
dwug_ru23	app+apdp	mbert	9	0.076	0.43	0.076	0.475
dwug_ru23	apd	mbert	10	0.313	0.001	0.313	0.02
dwug_ru23	prt	mbert	10	0.382	0.0	0.382	0.02
dwug_ru23	ap+jsd	mbert	10	0.169	0.076	0.169	0.04
dwug_ru23	ap+apdp	mbert	10	0.185	0.052	0.185	0.04
dwug_ru23	app+jsd	mbert	10	0.136	0.155	0.136	0.178
dwug_ru23	app+apdp	mbert	10	0.09	0.347	0.09	0.455
dwug_ru23	apd	mbert	11	0.256	0.007	0.256	0.04
dwug_ru23	prt	mbert	11	0.335	0.0	0.335	0.02
dwug_ru23	ap+jsd	mbert	11	0.141	0.14	0.141	0.158
dwug_ru23	ap+apdp	mbert	11	0.239	0.012	0.239	0.059
dwug_ru23	app+jsd	mbert	11	0.071	0.461	0.071	0.455
dwug_ru23	app+apdp	mbert	11	0.12	0.208	0.12	0.277
dwug_ru23	apd	mbert	12	0.345	0.0	0.345	0.02
dwug_ru23	prt	mbert	12	0.356	0.0	0.356	0.02
dwug_ru23	ap+jsd	mbert	12	0.086	0.369	0.086	0.356
dwug_ru23	ap+apdp	mbert	12	0.161	0.091	0.161	0.079
dwug_ru23	app+jsd	mbert	12	0.008	0.936	0.008	1.0
dwug_ru23	app+apdp	mbert	12	0.16	0.094	0.16	0.099
dwug_ru23	apd	xlm-r	1	0.308	0.001	0.308	0.02
dwug_ru23	prt	xlm-r	1	0.305	0.001	0.305	0.02
dwug_ru23	ap+jsd	xlm-r	1	0.06	0.534	0.06	0.574
dwug_ru23	ap+apdp	xlm-r	1	0.209	0.027	0.209	0.04
dwug_ru23	app+jsd	xlm-r	1	0.122	0.203	0.122	0.317
dwug_ru23	app+apdp	xlm-r	1	0.197	0.038	0.197	0.04
dwug_ru23	apd	xlm-r	2	0.283	0.003	0.283	0.02
dwug_ru23	prt	xlm-r	2	0.352	0.0	0.352	0.02
dwug_ru23	ap+jsd	xlm-r	2	0.073	0.443	0.073	0.455
dwug_ru23	ap+apdp	xlm-r	2	0.229	0.016	0.229	0.02
dwug_ru23	app+jsd	xlm-r	2	-0.01	0.916	-0.01	0.832
dwug_ru23	app+apdp	xlm-r	2	0.06	0.529	0.06	0.594
dwug_ru23	apd	xlm-r	3	0.292	0.002	0.292	0.04
dwug_ru23	prt	xlm-r	3	0.405	0.0	0.405	0.02
dwug_ru23	ap+jsd	xlm-r	3	0.129	0.176	0.129	0.178
dwug_ru23	ap+apdp	xlm-r	3	0.22	0.021	0.22	0.04
dwug_ru23	app+jsd	xlm-r	3	0.026	0.785	0.026	0.693
dwug_ru23	app+apdp	xlm-r	3	0.184	0.054	0.184	0.04
dwug_ru23	apd	xlm-r	4	0.346	0.0	0.346	0.02
dwug_ru23	prt	xlm-r	4	0.433	0.0	0.433	0.02
dwug_ru23	ap+jsd	xlm-r	4	0.104	0.278	0.104	0.356
dwug_ru23	ap+apdp	xlm-r	4	0.232	0.014	0.232	0.02
dwug_ru23	app+jsd	xlm-r	4	0.194	0.042	0.194	0.079
dwug_ru23	app+apdp	xlm-r	4	0.307	0.001	0.307	0.02
dwug_ru23	apd	xlm-r	5	0.453	0.0	0.453	0.02
dwug_ru23	prt	xlm-r	5	0.509	0.0	0.509	0.02
dwug_ru23	ap+jsd	xlm-r	5	0.14	0.142	0.14	0.218
dwug_ru23	ap+apdp	xlm-r	5	0.286	0.002	0.286	0.02
dwug_ru23	app+jsd	xlm-r	5	0.166	0.081	0.166	0.059
dwug_ru23	app+apdp	xlm-r	5	0.314	0.001	0.314	0.02
dwug_ru23	apd	xlm-r	6	0.503	0.0	0.503	0.02
dwug_ru23	prt	xlm-r	6	0.519	0.0	0.519	0.02
dwug_ru23	ap+jsd	xlm-r	6	0.176	0.064	0.176	0.079
dwug_ru23	ap+apdp	xlm-r	6	0.341	0.0	0.341	0.02
dwug_ru23	app+jsd	xlm-r	6	0.011	0.906	0.011	1.0
dwug_ru23	app+apdp	xlm-r	6	0.21	0.027	0.21	0.04
dwug_ru23	apd	xlm-r	7	0.473	0.0	0.473	0.02
dwug_ru23	prt	xlm-r	7	0.51	0.0	0.51	0.02
dwug_ru23	ap+jsd	xlm-r	7	0.084	0.378	0.084	0.297
dwug_ru23	ap+apdp	xlm-r	7	0.202	0.033	0.202	0.079
dwug_ru23	app+jsd	xlm-r	7	0.078	0.416	0.078	0.495
dwug_ru23	app+apdp	xlm-r	7	0.152	0.11	0.152	0.178
dwug_ru23	apd	xlm-r	8	0.466	0.0	0.466	0.02
dwug_ru23	prt	xlm-r	8	0.531	0.0	0.531	0.02
dwug_ru23	ap+jsd	xlm-r	8	0.211	0.026	0.211	0.02
dwug_ru23	ap+apdp	xlm-r	8	0.239	0.011	0.239	0.02
dwug_ru23	app+jsd	xlm-r	8	0.154	0.105	0.154	0.218
dwug_ru23	app+apdp	xlm-r	8	0.243	0.01	0.243	0.02
dwug_ru23	apd	xlm-r	9	0.419	0.0	0.419	0.02
dwug_ru23	prt	xlm-r	9	0.471	0.0	0.471	0.02
dwug_ru23	ap+jsd	xlm-r	9	0.232	0.014	0.232	0.04
dwug_ru23	ap+apdp	xlm-r	9	0.301	0.001	0.301	0.02
dwug_ru23	app+jsd	xlm-r	9	0.147	0.124	0.147	0.079
dwug_ru23	app+apdp	xlm-r	9	0.171	0.072	0.171	0.059
dwug_ru23	apd	xlm-r	10	0.405	0.0	0.405	0.02
dwug_ru23	prt	xlm-r	10	0.447	0.0	0.447	0.02
dwug_ru23	ap+jsd	xlm-r	10	0.24	0.011	0.24	0.02
dwug_ru23	ap+apdp	xlm-r	10	0.436	0.0	0.436	0.02
dwug_ru23	app+jsd	xlm-r	10	-0.031	0.747	-0.031	0.832
dwug_ru23	app+apdp	xlm-r	10	0.308	0.001	0.308	0.02
dwug_ru23	apd	xlm-r	11	0.394	0.0	0.394	0.02
dwug_ru23	prt	xlm-r	11	0.439	0.0	0.439	0.02
dwug_ru23	ap+jsd	xlm-r	11	0.279	0.003	0.279	0.02
dwug_ru23	ap+apdp	xlm-r	11	0.362	0.0	0.362	0.02
dwug_ru23	app+jsd	xlm-r	11	0.035	0.717	0.035	0.693
dwug_ru23	app+apdp	xlm-r	11	0.334	0.0	0.334	0.02
dwug_ru23	apd	xlm-r	12	0.287	0.002	0.287	0.02
dwug_ru23	prt	xlm-r	12	0.443	0.0	0.443	0.02
dwug_ru23	ap+jsd	xlm-r	12	0.209	0.027	0.209	0.079
dwug_ru23	ap+apdp	xlm-r	12	0.303	0.001	0.303	0.02
dwug_ru23	app+jsd	xlm-r	12	0.126	0.187	0.126	0.158
dwug_ru23	app+apdp	xlm-r	12	0.216	0.023	0.216	0.02
dwug_ru23	apd	xl-lexeme	tuned	0.82	0.0	0.82	0.02
dwug_ru23	prt	xl-lexeme	tuned	0.75	0.0	0.75	0.02
dwug_ru23	ap+jsd	xl-lexeme	tuned	0.053	0.579	0.053	0.673
dwug_ru23	ap+apdp	xl-lexeme	tuned	0.494	0.0	0.494	0.02
dwug_ru23	app+jsd	xl-lexeme	tuned	0.083	0.389	0.083	0.436
dwug_ru23	app+apdp	xl-lexeme	tuned	0.354	0.0	0.354	0.02
dwug_ru13	apd	bert	1	0.261	0.006	0.261	0.059
dwug_ru13	prt	bert	1	0.159	0.095	0.159	0.079
dwug_ru13	ap+jsd	bert	1	0.098	0.309	0.098	0.297
dwug_ru13	ap+apdp	bert	1	0.208	0.028	0.208	0.059
dwug_ru13	app+jsd	bert	1	0.009	0.928	0.009	0.931
dwug_ru13	app+apdp	bert	1	0.09	0.348	0.09	0.376
dwug_ru13	apd	bert	2	0.303	0.001	0.303	0.02
dwug_ru13	prt	bert	2	0.196	0.039	0.196	0.099
dwug_ru13	ap+jsd	bert	2	0.096	0.315	0.096	0.257
dwug_ru13	ap+apdp	bert	2	0.2	0.035	0.2	0.02
dwug_ru13	app+jsd	bert	2	0.076	0.428	0.076	0.317
dwug_ru13	app+apdp	bert	2	0.212	0.025	0.212	0.02
dwug_ru13	apd	bert	3	0.36	0.0	0.36	0.02
dwug_ru13	prt	bert	3	0.251	0.008	0.251	0.04
dwug_ru13	ap+jsd	bert	3	0.027	0.78	0.027	0.693
dwug_ru13	ap+apdp	bert	3	0.212	0.026	0.212	0.059
dwug_ru13	app+jsd	bert	3	0.102	0.289	0.102	0.337
dwug_ru13	app+apdp	bert	3	0.233	0.014	0.233	0.02
dwug_ru13	apd	bert	4	0.431	0.0	0.431	0.02
dwug_ru13	prt	bert	4	0.306	0.001	0.306	0.02
dwug_ru13	ap+jsd	bert	4	0.168	0.077	0.168	0.139
dwug_ru13	ap+apdp	bert	4	0.279	0.003	0.279	0.02
dwug_ru13	app+jsd	bert	4	0.013	0.892	0.013	0.97
dwug_ru13	app+apdp	bert	4	0.157	0.1	0.157	0.099
dwug_ru13	apd	bert	5	0.456	0.0	0.456	0.02
dwug_ru13	prt	bert	5	0.331	0.0	0.331	0.02
dwug_ru13	ap+jsd	bert	5	0.081	0.398	0.081	0.376
dwug_ru13	ap+apdp	bert	5	0.286	0.002	0.286	0.04
dwug_ru13	app+jsd	bert	5	0.036	0.709	0.036	0.713
dwug_ru13	app+apdp	bert	5	0.205	0.031	0.205	0.04
dwug_ru13	apd	bert	6	0.467	0.0	0.467	0.02
dwug_ru13	prt	bert	6	0.331	0.0	0.331	0.02
dwug_ru13	ap+jsd	bert	6	0.091	0.341	0.091	0.317
dwug_ru13	ap+apdp	bert	6	0.296	0.002	0.296	0.04
dwug_ru13	app+jsd	bert	6	0.079	0.409	0.079	0.495
dwug_ru13	app+apdp	bert	6	0.182	0.056	0.182	0.059
dwug_ru13	apd	bert	7	0.523	0.0	0.523	0.02
dwug_ru13	prt	bert	7	0.38	0.0	0.38	0.02
dwug_ru13	ap+jsd	bert	7	0.19	0.046	0.19	0.099
dwug_ru13	ap+apdp	bert	7	0.331	0.0	0.331	0.02
dwug_ru13	app+jsd	bert	7	-0.04	0.68	-0.04	0.535
dwug_ru13	app+apdp	bert	7	0.216	0.023	0.216	0.02
dwug_ru13	apd	bert	8	0.531	0.0	0.531	0.02
dwug_ru13	prt	bert	8	0.38	0.0	0.38	0.02
dwug_ru13	ap+jsd	bert	8	0.088	0.36	0.088	0.356
dwug_ru13	ap+apdp	bert	8	0.191	0.044	0.191	0.079
dwug_ru13	app+jsd	bert	8	-0.056	0.558	-0.056	0.594
dwug_ru13	app+apdp	bert	8	0.025	0.796	0.025	0.752
dwug_ru13	apd	bert	9	0.534	0.0	0.534	0.02
dwug_ru13	prt	bert	9	0.353	0.0	0.353	0.02
dwug_ru13	ap+jsd	bert	9	0.098	0.307	0.098	0.416
dwug_ru13	ap+apdp	bert	9	0.305	0.001	0.305	0.02
dwug_ru13	app+jsd	bert	9	0.027	0.78	0.027	0.772
dwug_ru13	app+apdp	bert	9	0.205	0.031	0.205	0.099
dwug_ru13	apd	bert	10	0.523	0.0	0.523	0.02
dwug_ru13	prt	bert	10	0.335	0.0	0.335	0.02
dwug_ru13	ap+jsd	bert	10	0.187	0.05	0.187	0.059
dwug_ru13	ap+apdp	bert	10	0.318	0.001	0.318	0.02
dwug_ru13	app+jsd	bert	10	0.033	0.73	0.033	0.812
dwug_ru13	app+apdp	bert	10	0.06	0.535	0.06	0.535
dwug_ru13	apd	bert	11	0.461	0.0	0.461	0.02
dwug_ru13	prt	bert	11	0.303	0.001	0.303	0.02
dwug_ru13	ap+jsd	bert	11	0.157	0.1	0.157	0.099
dwug_ru13	ap+apdp	bert	11	0.289	0.002	0.289	0.02
